id,level,role,failedChecks,meter,barBeats,meterSuspect,timeline,songBeats,key,detectedKey,keyConfidence,keyDetermined,keyAgrees,notes,range,medianMidi,maximumStop,upperNotes,missedOpens,maxLeap,wideLeapPct,minimumAttackMs,shortestAttackBeats,longestNoteBeats,attacksPer4Beats,repeatedPitchPct,maximumHandShiftMm,measuredDifficulty,entryBeats,entrySeconds,tailBeats,maxGapBeats,liveGapBeats,fillPct,attacks,distinctPitches,pitchClasses,accidentals,accidentalsEitherMode,inKeyDetectedPct,rootPct,rootFifthPct,chordTonePct,bassDoublingPct,rootNullBestPct,rootDiscriminating,openStringPct,belowOpenGPct,stoppedBelowOpenG,extensions,declaredDifficulty,storedLineTier,difficultyMislabelled
"metal-gear-solid-3-snake-eater","Expert","melody","1","2/4","2","yes","backing","252","F♯ minor","F♯ minor","0.05","no","yes","91","C#2–D4","52","11","32","0","12","22","166","0.25","8","1.44","8","37","Beginner","1.5","1","8.5","17","17","72","91","17","10","9","0","90","70","80","99","46","70","yes","9","8","7","18","Beginner","Beginner",""
"metallica-blackened","Beginner","roots","2","4/4","4","","backing","483.3","E minor","E minor","0.15","no","yes","306","B2–G3","52","5","0","0","6","0","633","0.76","1.5","2.53","68","37","Beginner","0","0","0.4","3.4","3.4","58","306","6","6","12","0","96","86","88","90","92","87","yes","0","0","0","0","Advanced","Advanced",""
"metallica-blackened","Intermediate","bass","1","4/4","4","","backing","483.3","E minor","E minor","0.15","no","yes","479","D#2–B3","52","5","0","0","9","3","351","0.42","14.9","3.96","33","37","Beginner","0","0","0","2.4","2.4","64","479","16","10","48","37","90","84","87","90","96","86","yes","10","15","72","0","Advanced","Advanced",""
"metallica-blackened","Advanced","melody","1","4/4","4","","backing","483.3","E minor","E minor","0.15","no","yes","668","E2–A3","43","6","71","0","12","19","275","0.33","13.5","5.53","23","37","Intermediate","0","0","0.2","19.2","19.2","47","668","15","10","80","66","88","80","84","88","89","83","yes","18","43","289","66","Advanced","Advanced",""
"metallica-blackened","Expert","melody","1","4/4","4","","backing","483.3","E minor","E minor","0.15","no","yes","1623","E2–B3","43","8","174","0","12","18","27","0.03","13.5","13.43","32","37","Advanced","0","0","0.2","19","19","87","1623","18","11","193","160","88","76","80","87","94","80","yes","18","36","588","121","Advanced","Advanced",""
"metallica-blitzkreig","Beginner","roots","6","3/4","3","yes","backing","879.3","E minor","E minor","0.13","no","yes","250","A#2–A3","52","5","0","0","9","5","426","1.77","3.3","1.14","82","0","Beginner","0","0","0","42.7","42.7","48","250","6","6","23","23","91","87","87","94","86","87","no","6","0","0","0","Advanced","Advanced",""
"metallica-blitzkreig","Intermediate","bass","1","3/4","3","yes","backing","879.3","E minor","E minor","0.13","no","yes","217","C2–A3","48","5","0","0","9","6","438","1.82","42.6","0.99","51","0","Beginner","0","0","0","42.7","42.7","64","217","12","8","2","2","99","94","94","96","94","94","no","9","35","65","0","Advanced","Advanced",""
"metallica-blitzkreig","Advanced","melody","1","3/4","3","yes","backing","879.3","E minor","E minor","0.13","no","yes","348","E2–C4","43","10","81","0","12","13","320","1.33","6.5","1.58","47","37","Beginner","1.3","0.3","3.8","165.5","165.5","36","348","11","9","41","22","88","99","99","100","97","99","no","12","43","149","9","Advanced","Advanced",""
"metallica-blitzkreig","Expert","melody","1","3/4","3","yes","backing","879.3","E minor","E minor","0.13","no","yes","879","E2–C4","43","10","349","0","12","17","80","0.33","6.5","4","44","37","Advanced","1.3","0.3","3.8","165.5","165.5","76","879","13","9","124","63","86","98","98","100","98","98","no","11","47","416","14","Advanced","Advanced",""
"metallica-call-of-ktulu","Beginner","roots","3","4/4","4","","backing","1211","G♯ minor","G♯ minor","0.14","no","yes","713","C#2–F#3","44","4","0","0","9","4","450","1","1.5","2.36","69","37","Beginner","0","0","16","26","26","51","713","6","6","105","105","85","71","77","88","85","73","yes","15","31","218","0","Advanced","Expert","Advanced→Expert"
"metallica-call-of-ktulu","Intermediate","bass","0","4/4","4","","backing","1211","G♯ minor","G♯ minor","0.14","no","yes","779","C#2–C#4","46","5","0","0","9","3","338","0.75","8","2.57","32","37","Beginner","0","0","0","13","13","74","779","20","12","185","137","76","71","76","86","86","74","yes","11","9","72","0","Advanced","Expert","Advanced→Expert"
"metallica-call-of-ktulu","Advanced","melody","1","4/4","4","","backing","1211","G♯ minor","G♯ minor","0.14","no","yes","1044","C2–B3","46","9","205","0","12","21","300","0.66","8","3.45","23","37","Advanced","0","0","0","8","8","61","1044","23","12","204","152","80","54","63","77","51","57","yes","4","20","195","418","Advanced","Expert","Advanced→Expert"
"metallica-call-of-ktulu","Expert","melody","1","4/4","4","","backing","1211","G♯ minor","G♯ minor","0.14","no","yes","2081","C2–C4","46","9","110","0","12","10","56","0.12","8","6.87","23","37","Expert","0","0","0","8","8","98","2081","25","12","401","267","81","49","58","74","48","52","yes","4","24","473","862","Advanced","Expert","Advanced→Expert"
"metallica-creeping-death","Beginner","roots","2","4/4","4","","backing","1312.6","E minor","E minor","0.16","no","yes","488","C3–A3","52","5","0","0","7","0","471","1.44","3","1.49","65","0","Beginner","0","0","0","7","7","57","488","6","6","0","0","100","93","94","95","98","97","no","18","0","0","0","Advanced","Expert","Advanced→Expert"
"metallica-creeping-death","Intermediate","bass","0","4/4","4","","backing","1312.6","E minor","E minor","0.16","no","yes","441","C#2–C#4","50","5","0","0","9","18","435","1.33","7.5","1.34","32","37","Beginner","0","0","0","7","7","79","441","16","9","36","29","92","91","94","95","98","94","yes","17","28","124","0","Advanced","Expert","Advanced→Expert"
"metallica-creeping-death","Advanced","melody","1","4/4","4","","backing","1312.6","E minor","E minor","0.16","no","yes","813","E2–D4","48","9","80","0","12","43","326","1","13","2.48","35","0","Intermediate","0","0","0","3.5","3.5","66","813","15","8","41","34","95","87","92","93","82","90","yes","8","40","328","4","Advanced","Expert","Advanced→Expert"
"metallica-creeping-death","Expert","melody","1","4/4","4","","backing","1312.6","E minor","E minor","0.16","no","yes","1708","E2–D4","45","9","224","0","12","42","54","0.17","13","5.21","33","0","Expert","0","0","0","3.5","3.5","96","1708","17","9","42","35","98","88","91","94","86","92","no","4","49","829","4","Advanced","Expert","Advanced→Expert"
"metallica-damage-inc","Beginner","roots","2","4/4","4","","backing","351.5","E minor","E minor","0.12","no","yes","243","B2–A3","52","5","0","0","8","3","631","0.74","1.5","2.77","72","0","Beginner","0","0","0.5","2.2","2.2","59","243","6","6","0","0","100","95","95","96","93","96","no","10","0","0","0","Expert","Expert",""
"metallica-damage-inc","Intermediate","bass","1","4/4","4","","backing","351.5","E minor","E minor","0.12","no","yes","383","D2–D4","52","5","0","0","9","6","338","0.39","2.2","4.36","37","0","Beginner","0","0","0","3.1","3.1","51","383","17","10","69","66","82","94","94","96","98","96","no","7","26","99","0","Expert","Expert",""
"metallica-damage-inc","Advanced","melody","1","4/4","4","","backing","351.5","E minor","E minor","0.12","no","yes","547","E2–D4","43","9","100","0","12","26","315","0.37","15.8","6.22","40","0","Intermediate","0","0","0","2.9","2.9","48","547","19","10","91","57","83","78","95","97","79","78","yes","14","49","267","13","Expert","Expert",""
"metallica-damage-inc","Expert","melody","1","4/4","4","","backing","351.5","E minor","E minor","0.12","no","yes","1887","E2–D4","42","9","511","0","12","18","78","0.09","15.8","21.47","65","0","Expert","0","0","0","2.8","2.8","92","1887","19","10","392","221","79","78","95","96","81","79","yes","10","60","1132","41","Expert","Expert",""
"metallica-enter-sandman-sextet","Beginner","roots","2","1/4","1","yes","backing","672.5","E major","E major","0.03","no","yes","515","B2–A3","52","5","0","0","7","0","427","0.87","1.7","3.06","81","0","Beginner","0","0","0.5","2.2","2.2","66","515","5","5","8","0","98","81","88","95","87","82","yes","3","0","0","0","Intermediate","Advanced","Intermediate→Advanced"
"metallica-enter-sandman-sextet","Intermediate","bass","0","1/4","1","yes","backing","672.5","E major","E major","0.03","no","yes","577","E2–C#4","41","5","0","0","9","1","410","0.83","12","3.43","50","37","Beginner","0","0","0","3.5","3.5","62","577","14","10","95","63","84","72","80","89","83","73","yes","3","53","305","0","Intermediate","Advanced","Intermediate→Advanced"
"metallica-enter-sandman-sextet","Advanced","melody","1","1/4","1","yes","backing","672.5","E major","E major","0.03","no","yes","496","E2–A3","45","9","16","0","12","20","491","1","8.1","2.95","29","0","Beginner","16","7.9","0","19","19","55","496","12","9","78","20","84","64","92","100","46","64","yes","6","42","208","36","Intermediate","Advanced","Intermediate→Advanced"
"metallica-enter-sandman-sextet","Expert","melody","1","1/4","1","yes","backing","672.5","E major","E major","0.03","no","yes","971","E2–B3","46","9","284","0","12","27","49","0.1","8.1","5.78","29","0","Advanced","16","7.9","0","19","19","92","971","14","9","170","53","82","71","92","98","56","71","yes","6","40","387","32","Intermediate","Advanced","Intermediate→Advanced"
"metallica-enter-sandman","Beginner","roots","2","4/4","4","","backing","665","E major","E major","0.05","no","yes","540","E3–C#4","52","5","0","0","9","0","427","0.88","1.5","3.25","67","0","Beginner","0","0","0","1.5","1.5","73","540","6","6","13","0","98","90","91","95","97","91","yes","9","0","0","0","Intermediate","Intermediate",""
"metallica-enter-sandman","Intermediate","bass","0","4/4","4","","backing","665","E major","E major","0.05","no","yes","362","D2–C#4","41","5","0","0","9","2","366","0.75","19.5","2.18","40","0","Beginner","0","0","0","1","1","83","362","12","8","35","8","90","87","89","95","98","88","yes","6","52","187","0","Intermediate","Intermediate",""
"metallica-enter-sandman","Advanced","melody","1","4/4","4","","backing","665","E major","E major","0.05","no","yes","374","E2–B3","47","9","25","0","12","19","487","1","14","2.25","34","0","Beginner","48","23.4","0.5","75","75","51","374","13","9","50","9","87","61","96","99","53","61","yes","7","38","142","24","Intermediate","Intermediate",""
"metallica-enter-sandman","Expert","melody","1","4/4","4","","backing","665","E major","E major","0.05","no","yes","682","E2–B3","47","6","230","0","12","24","243","0.5","14","4.1","29","0","Intermediate","48","23.4","0.5","75","75","75","682","14","10","111","27","84","68","95","99","58","68","yes","7","38","257","30","Intermediate","Intermediate",""
"metallica-fade-to-black-octet","Beginner","roots","0","4/4","4","","backing","758.4","E minor","E minor","0.11","no","yes","604","E3–C4","57","5","0","0","8","1","425","0.79","1.5","3.19","69","0","Beginner","0","0","0","4","4","64","604","6","6","0","0","100","79","81","96","95","80","yes","32","0","0","0","Beginner","Beginner",""
"metallica-fade-to-black-octet","Intermediate","bass","0","4/4","4","","backing","758.4","E minor","E minor","0.11","no","yes","435","E2–C#4","48","5","0","0","9","8","394","0.74","22","2.29","36","37","Beginner","0","0","0","4","4","88","435","14","10","6","1","99","77","83","94","97","79","yes","25","12","53","0","Beginner","Beginner",""
"metallica-fade-to-black-octet","Advanced","melody","0","4/4","4","","backing","758.4","E minor","E minor","0.11","no","yes","509","E2–D4","52","6","0","0","12","19","250","0.47","9.6","2.68","19","0","Beginner","88","47.1","0.2","4","4","66","509","15","8","10","0","98","56","76","85","50","58","yes","27","5","25","13","Beginner","Beginner",""
"metallica-fade-to-black-octet","Expert","melody","0","4/4","4","","backing","758.4","E minor","E minor","0.11","no","yes","809","E2–D4","52","6","0","0","12","15","27","0.05","9.6","4.27","25","0","Beginner","88","47.1","0.2","4","4","77","809","16","9","63","32","92","60","74","82","51","64","yes","22","12","99","65","Beginner","Beginner",""
"metallica-fade-to-black","Beginner","roots","1","4/4","4","","backing","589.8","D major","D major","0.03","no","yes","444","E3–C4","57","5","0","0","7","0","431","0.83","1.6","3.01","69","0","Beginner","0.5","0.3","0","3.2","3.2","63","444","6","6","38","0","91","75","81","93","89","80","yes","31","0","0","0","Beginner","Beginner",""
"metallica-fade-to-black","Intermediate","bass","0","4/4","4","","backing","589.8","D major","D major","0.03","no","yes","289","C#2–B3","52","5","0","0","9","7","384","0.74","6","1.96","36","37","Beginner","0","0","0","6.1","6.1","76","289","14","9","14","0","95","86","93","98","92","87","yes","18","7","20","0","Beginner","Beginner",""
"metallica-fade-to-black","Advanced","melody","0","4/4","4","","backing","589.8","D major","D major","0.03","no","yes","206","C#2–B3","42","6","0","0","11","2","258","0.5","3","1.4","11","37","Beginner","103","53.3","0","53.8","53.8","30","206","15","8","10","0","95","27","47","94","13","31","yes","25","52","108","81","Beginner","Beginner",""
"metallica-fade-to-black","Expert","melody","0","4/4","4","","backing","589.8","D major","D major","0.03","no","yes","302","C#2–B3","43","6","0","0","11","10","104","0.2","3","2.05","19","37","Beginner","103","53.3","0","53.4","53.4","36","302","15","8","10","0","97","27","48","95","11","30","yes","20","48","146","110","Beginner","Beginner",""
"metallica-fuel","Beginner","roots","4","4/4","4","","backing","928.2","D♯ minor","D♯ minor","0.2","yes","yes","305","G#2–D#3","47","10","305","0","7","0","496","1.75","3","1.31","75","37","Beginner","0","0","0","10","10","50","305","5","5","6","6","98","72","73","79","100","85","no","0","0","0","0","Advanced","Expert","Advanced→Expert"
"metallica-fuel","Intermediate","bass","2","4/4","4","","backing","928.2","D♯ minor","D♯ minor","0.2","yes","yes","277","D#2–F#3","51","10","41","0","9","1","356","1.26","8","1.19","57","37","Beginner","0","0","18.2","18.5","18.5","37","277","8","7","4","4","99","77","78","85","100","87","no","0","6","16","0","Advanced","Expert","Advanced→Expert"
"metallica-fuel","Advanced","melody","1","4/4","4","","backing","928.2","D♯ minor","D♯ minor","0.2","yes","yes","685","D#2–A#3","49","9","600","0","12","19","277","0.98","8","2.95","17","37","Advanced","0","0","0","15.4","5.1","60","685","16","11","7","5","99","68","85","91","59","70","yes","0","32","221","265","Advanced","Expert","Advanced→Expert"
"metallica-fuel","Expert","melody","1","4/4","4","","backing","928.2","D♯ minor","D♯ minor","0.2","yes","yes","1343","D#2–A#3","49","9","1341","0","12","10","23","0.08","8","5.79","29","37","Expert","0","0","0","14.9","5.1","95","1343","16","12","9","6","99","70","83","90","62","72","yes","0","36","484","517","Advanced","Expert","Advanced→Expert"
"metallica-hit-the-lights","Beginner","roots","1","4/4","4","","backing","491.6","A major","A major","0.04","no","yes","255","D3–B3","57","5","0","0","7","0","422","1.01","1.9","2.08","91","0","Beginner","0","0","0","5.4","5.4","51","255","6","6","5","0","98","86","89","90","90","88","yes","65","0","0","0","Intermediate","Advanced","Intermediate→Advanced"
"metallica-hit-the-lights","Intermediate","bass","0","4/4","4","","backing","491.6","A major","A major","0.04","no","yes","349","E2–B3","45","5","0","0","9","2","343","0.82","4","2.84","39","0","Beginner","0","0","0","1.8","1.8","57","349","12","8","67","0","81","93","95","98","97","94","yes","24","1","3","0","Intermediate","Advanced","Intermediate→Advanced"
"metallica-hit-the-lights","Advanced","melody","1","4/4","4","","backing","491.6","A major","A major","0.04","no","yes","459","E2–B3","47","6","30","0","12","5","250","0.6","1.6","3.74","48","37","Beginner","0","0","0","56","56","47","459","14","9","78","2","83","96","96","99","100","96","no","19","9","42","5","Intermediate","Advanced","Intermediate→Advanced"
"metallica-hit-the-lights","Expert","melody","1","4/4","4","","backing","491.6","A major","A major","0.04","no","yes","864","E2–B3","45","6","102","0","12","3","93","0.22","1.6","7.03","57","37","Advanced","0","0","0","56","56","69","864","14","9","143","11","83","97","97","99","100","97","no","18","17","150","14","Intermediate","Advanced","Intermediate→Advanced"
"metallica-master-of-puppets-sextet","Beginner","roots","5","4/4","4","","backing","1746.4","E minor","E minor","0.28","yes","yes","527","E3–C4","53","4","0","0","8","12","420","1.54","3.1","1.21","65","0","Beginner","1","0.3","-0.1","8.3","8.3","51","527","6","6","42","42","92","85","85","87","92","93","no","7","0","0","0","Advanced","Advanced",""
"metallica-master-of-puppets-sextet","Intermediate","bass","0","4/4","4","","backing","1746.4","E minor","E minor","0.28","yes","yes","671","E2–C#4","48","5","0","0","9","8","374","1.37","11.1","1.54","35","37","Beginner","0","0","-0.1","7","5.5","54","671","17","11","57","40","92","81","82","85","96","93","no","10","27","182","0","Advanced","Advanced",""
"metallica-master-of-puppets-sextet","Advanced","melody","1","4/4","4","","backing","1746.4","E minor","E minor","0.28","yes","yes","1202","E2–A3","43","9","249","0","12","8","272","1","11.1","2.75","42","37","Intermediate","0","0","-0.1","41.1","11.5","65","1202","16","11","114","61","91","78","79","82","95","93","no","11","49","588","77","Advanced","Advanced",""
"metallica-master-of-puppets-sextet","Expert","melody","1","4/4","4","","backing","1746.4","E minor","E minor","0.28","yes","yes","2057","E2–A3","42","9","118","0","12","7","68","0.25","11.1","4.71","45","37","Advanced","0","0","-0.1","41.1","11","90","2057","16","11","177","121","91","80","81","84","96","94","no","10","54","1105","231","Advanced","Advanced",""
"metallica-master-of-puppets","Beginner","roots","2","4/4","4","","backing","1150.1","E minor","E minor","0.31","yes","yes","527","B2–G3","52","5","0","0","8","1","420","0.98","1.9","1.83","73","0","Beginner","0","0","0","9.5","9.5","44","527","6","6","0","0","100","83","84","88","90","86","no","6","0","0","0","Advanced","Advanced",""
"metallica-master-of-puppets","Intermediate","bass","0","4/4","4","","backing","1150.1","E minor","E minor","0.31","yes","yes","710","D2–C#4","47","5","0","0","9","8","335","0.78","7.9","2.47","38","37","Beginner","0","0","0","4","4","63","710","19","11","68","43","90","81","82","88","92","88","no","12","26","184","0","Advanced","Advanced",""
"metallica-master-of-puppets","Advanced","melody","1","4/4","4","","backing","1150.1","E minor","E minor","0.31","yes","yes","1161","E2–D4","49","9","142","0","12","24","278","0.65","5.3","4.04","30","37","Intermediate","0","0","0","6.6","5.3","57","1161","22","12","137","44","88","62","84","90","55","66","yes","16","33","382","49","Advanced","Advanced",""
"metallica-master-of-puppets","Expert","melody","1","4/4","4","","backing","1150.1","E minor","E minor","0.31","yes","yes","2256","E2–D4","47","9","256","0","12","18","4","0.01","5.3","7.85","35","37","Advanced","0","0","0","6.6","5.3","88","2256","23","12","269","132","88","69","88","92","63","71","yes","12","43","975","98","Advanced","Advanced",""
"metallica-nothing-else-matters","Beginner","roots","3","6/8","3","yes","backing","458.7","E minor","E minor","0.27","yes","yes","707","G2–A3","52","5","0","0","9","2","420","0.49","1","6.16","81","0","Beginner","0","0","0","1.5","1.5","65","707","6","6","0","0","100","90","92","95","99","93","no","24","0","0","0","Beginner","Beginner",""
"metallica-nothing-else-matters","Intermediate","bass","1","6/8","3","yes","backing","458.7","E minor","E minor","0.27","yes","yes","374","C2–B3","50","5","0","0","9","7","340","0.4","17.9","3.26","49","0","Beginner","0","0","0","1","1","95","374","13","7","1","1","100","86","89","96","100","88","yes","34","9","33","0","Beginner","Beginner",""
"metallica-nothing-else-matters","Advanced","melody","0","6/8","3","yes","backing","458.7","E minor","E minor","0.27","yes","yes","658","C2–C4","47","6","0","0","12","19","319","0.37","6","5.74","15","37","Beginner","0.5","0.4","0","20.9","20.9","75","658","18","10","16","0","98","28","56","94","24","31","yes","28","10","52","22","Beginner","Beginner",""
"metallica-nothing-else-matters","Expert","melody","0","6/8","3","yes","backing","458.7","E minor","E minor","0.27","yes","yes","906","C2–C4","47","6","0","0","12","20","53","0.06","6","7.9","11","37","Beginner","0.5","0.4","0","20.9","20.9","89","906","19","11","22","5","98","30","55","91","23","32","yes","32","9","73","38","Beginner","Beginner",""
"metallica-one-octet","Beginner","roots","3","4/4","4","","backing","715.9","B minor","B minor","0.06","no","yes","537","B2–G3","52","5","0","0","8","5","450","0.75","1.5","3","67","0","Beginner","0","0","0","3.8","3.8","62","537","6","6","37","37","93","76","86","92","86","77","yes","10","0","0","0","Intermediate","Intermediate",""
"metallica-one-octet","Intermediate","bass","0","4/4","4","","backing","715.9","B minor","B minor","0.06","no","yes","588","D2–C#4","47","5","0","0","9","6","335","0.56","7.3","3.29","36","37","Beginner","0","0","0","2.5","2.5","64","588","16","10","45","44","92","69","83","90","97","71","yes","17","34","198","0","Intermediate","Intermediate",""
"metallica-one-octet","Advanced","melody","0","4/4","4","","backing","715.9","B minor","B minor","0.06","no","yes","900","E2–D4","49","6","0","0","12","20","250","0.42","7.3","5.03","17","37","Beginner","4","2.4","0.3","5","5","69","900","20","11","126","109","86","46","79","94","44","47","yes","24","16","140","40","Intermediate","Intermediate",""
"metallica-one-octet","Expert","melody","0","4/4","4","","backing","715.9","B minor","B minor","0.06","no","yes","1480","E2–D4","47","6","0","0","12","14","50","0.08","7.3","8.27","44","37","Intermediate","4","2.4","0.3","5","5","77","1480","20","11","163","133","89","63","84","95","61","63","yes","19","38","565","59","Intermediate","Intermediate",""
"metallica-one","Beginner","roots","3","4/4","4","","backing","749.7","E minor","E minor","0.24","yes","yes","517","D3–B3","52","5","0","0","9","4","555","1","1.5","2.76","63","0","Beginner","0","0","-0.3","2","2","61","517","6","6","41","41","92","83","85","91","87","85","no","20","0","0","0","Beginner","Beginner",""
"metallica-one","Intermediate","bass","0","4/4","4","","backing","749.7","E minor","E minor","0.24","yes","yes","528","C2–C#4","45","5","0","0","9","7","416","0.75","8.5","2.82","47","37","Beginner","0","0","-0.3","1.5","1.5","79","528","17","9","39","31","93","76","78","83","94","80","no","21","39","203","0","Beginner","Beginner",""
"metallica-one","Advanced","melody","0","4/4","4","","backing","749.7","E minor","E minor","0.24","yes","yes","272","E2–D4","55","6","0","0","12","19","277","0.5","1.5","1.45","14","0","Beginner","119","66.1","52.7","252.8","252.8","18","272","15","8","22","22","92","51","63","79","50","63","yes","11","16","44","2","Beginner","Beginner",""
"metallica-one","Expert","melody","0","4/4","4","","backing","749.7","E minor","E minor","0.24","yes","yes","355","E2–D4","54","6","0","0","12","14","92","0.17","1.5","1.89","25","0","Beginner","119","66.1","52.7","252.5","252.5","20","355","15","8","22","22","94","54","65","81","53","63","yes","8","27","97","2","Beginner","Beginner",""
"metallica-seek-and-destroy","Beginner","roots","3","4/4","4","","backing","964","E minor","E minor","0.19","no","yes","634","D3–C4","52","5","0","0","8","1","421","0.98","1.4","2.63","89","0","Beginner","0","0","0","5.4","5.4","54","634","6","6","24","24","96","82","87","90","87","88","no","26","0","0","0","Advanced","Advanced",""
"metallica-seek-and-destroy","Intermediate","bass","0","4/4","4","","backing","964","E minor","E minor","0.19","no","yes","693","D2–C#4","47","5","0","0","9","4","428","1","4.7","2.88","47","37","Beginner","0","0","0","2","2","74","693","17","11","35","29","95","87","91","93","97","90","yes","11","23","159","0","Advanced","Advanced",""
"metallica-seek-and-destroy","Advanced","melody","0","4/4","4","","backing","964","E minor","E minor","0.19","no","yes","843","E2–D4","45","6","0","0","12","26","288","0.67","4","3.5","33","37","Intermediate","0","0","0","10.4","10.4","55","843","18","11","52","17","94","87","98","99","76","87","yes","14","43","361","23","Advanced","Advanced",""
"metallica-seek-and-destroy","Expert","melody","0","4/4","4","","backing","964","E minor","E minor","0.19","no","yes","1760","E2–D4","45","6","0","0","12","28","107","0.25","4","7.3","34","37","Advanced","0","0","0","10.1","10.1","98","1760","20","12","141","79","92","89","98","99","78","90","yes","12","43","761","86","Advanced","Advanced",""
"metallica-the-memory-remains","Beginner","roots","3","4/4","4","","backing","657.7","E minor","E minor","0.25","yes","yes","414","B2–G3","52","5","0","0","8","2","423","1.04","2","2.52","79","0","Beginner","0","0","0","5","5","61","414","6","6","8","8","98","82","83","85","90","87","no","5","0","0","0","Advanced","Advanced",""
"metallica-the-memory-remains","Intermediate","bass","0","4/4","4","","backing","657.7","E minor","E minor","0.25","yes","yes","500","C#2–D4","43","5","0","0","9","3","338","0.83","4","3.04","56","37","Beginner","0","0","0","4.5","4.5","80","500","16","9","8","7","98","73","76","84","97","79","no","21","46","231","0","Advanced","Advanced",""
"metallica-the-memory-remains","Advanced","melody","0","4/4","4","","backing","657.7","E minor","E minor","0.25","yes","yes","461","E2–D4","47","6","0","0","12","43","304","0.75","3.7","2.8","24","0","Intermediate","12","4.9","88.9","11.5","10.3","55","461","16","8","8","8","98","79","82","91","94","85","no","31","31","142","6","Advanced","Advanced",""
"metallica-the-memory-remains","Expert","melody","0","4/4","4","","backing","657.7","E minor","E minor","0.25","yes","yes","717","E2–D4","45","6","0","0","12","30","51","0.13","3.7","4.36","34","0","Advanced","12","4.9","88.9","11.5","10.3","73","717","17","9","13","10","98","76","83","91","95","82","yes","28","34","246","9","Advanced","Advanced",""
"metallica-turn-the-page","Beginner","roots","1","4/4","4","","backing","440.5","A major","A major","0.05","no","yes","387","B2–A3","52","5","0","0","9","1","454","0.5","1.5","3.51","78","0","Beginner","0","0","0","2.3","2.3","71","387","5","5","12","0","97","98","99","99","98","99","yes","47","0","0","0","Beginner","Beginner",""
"metallica-turn-the-page","Intermediate","bass","0","4/4","4","","backing","440.5","A major","A major","0.05","no","yes","413","D2–A3","50","5","0","0","8","0","454","0.5","8","3.75","60","0","Beginner","0","0","0","0.5","0.5","91","413","10","7","30","0","93","85","89","92","99","86","yes","27","3","14","0","Beginner","Beginner",""
"metallica-turn-the-page","Advanced","melody","0","4/4","4","","backing","440.5","A major","A major","0.05","no","yes","410","E2–D4","52","6","0","0","12","26","454","0.5","4","3.72","42","37","Beginner","48.5","44.1","4","27.5","27.5","54","410","16","9","43","0","90","65","78","93","56","67","yes","20","8","31","7","Beginner","Beginner",""
"metallica-turn-the-page","Expert","melody","0","4/4","4","","backing","440.5","A major","A major","0.05","no","yes","652","E2–D4","52","6","0","0","12","24","227","0.25","4","5.92","36","37","Beginner","48.5","44.1","4","27.5","27.5","71","652","16","9","71","0","89","59","76","91","51","63","yes","21","10","64","10","Beginner","Beginner",""
"metallica-unforgiven-new","Beginner","roots","5","4/4","4","","backing","430.8","F♯ major","F♯ major","0","no","yes","281","E2–C#4","51","9","156","0","8","0","686","0.75","1.5","2.61","55","37","Beginner","0","0","0","8.2","8.2","55","281","9","6","17","0","94","84","85","96","94","85","no","0","3","8","0","Intermediate","Advanced","Intermediate→Advanced"
"metallica-unforgiven-new","Intermediate","bass","3","4/4","4","","backing","430.8","F♯ major","F♯ major","0","no","yes","399","C#2–F#3","47","8","61","0","8","1","388","0.43","2.4","3.7","61","37","Beginner","0","0","0","16.7","16.7","72","399","8","7","18","0","95","86","86","97","99","87","no","0","1","5","0","Intermediate","Advanced","Intermediate→Advanced"
"metallica-unforgiven-new","Advanced","melody","1","4/4","4","","backing","430.8","F♯ major","F♯ major","0","no","yes","310","C#2–C#3","46","8","34","0","10","3","258","0.28","9.9","2.88","36","37","Beginner","7.8","7.1","0","48","48","41","310","9","8","3","3","99","49","63","83","52","51","yes","1","9","27","103","Intermediate","Advanced","Intermediate→Advanced"
"metallica-unforgiven-new","Expert","melody","1","4/4","4","","backing","430.8","F♯ major","F♯ major","0","no","yes","599","C#2–C#3","46","10","36","0","12","5","74","0.08","9.9","5.56","38","37","Intermediate","7.8","7.1","0","48","48","57","599","9","8","3","3","99","38","47","76","45","39","yes","1","7","41","183","Intermediate","Advanced","Intermediate→Advanced"
"metallica-unforgiven","Beginner","roots","1","4/4","4","","backing","424","A minor","A minor","0.13","no","yes","344","G2–A3","52","5","0","0","9","16","652","0.75","1.5","3.25","56","0","Beginner","0","0","0","4","4","69","344","6","6","0","0","100","97","98","99","99","97","yes","68","0","0","0","Beginner","Beginner",""
"metallica-unforgiven","Intermediate","bass","0","4/4","4","","backing","424","A minor","A minor","0.13","no","yes","365","E2–B3","45","5","0","0","7","0","434","0.5","16","3.44","34","0","Beginner","0","0","0","1.5","1.5","94","365","10","6","0","0","100","87","92","95","99","88","yes","25","8","28","0","Beginner","Beginner",""
"metallica-unforgiven","Advanced","melody","0","4/4","4","","backing","424","A minor","A minor","0.13","no","yes","424","C2–G3","47","5","0","0","12","7","434","0.5","0.7","4","35","37","Beginner","4","3.5","8","52","52","37","424","11","8","12","0","97","60","79","88","53","61","yes","12","16","56","12","Beginner","Beginner",""
"metallica-unforgiven","Expert","melody","0","4/4","4","","backing","424","A minor","A minor","0.13","no","yes","754","C2–G3","47","5","0","0","12","9","36","0.04","0.7","7.11","27","37","Beginner","4","3.5","8","52","52","58","754","12","8","19","0","97","51","77","89","44","52","yes","8","22","156","19","Beginner","Beginner",""
